time,cluster,in_out
1456624893.0,4,out
1456624893.0,1,in
1456690650.0,1,out
1456690650.0,4,in
1456690670.0,4,out
1456691765.0,61,in
1456692526.0,61,out
1456693739.0,0,in
1456721786.0,0,out
1456723376.0,1,in
1456785843.0,1,out
1456797371.0,1,in
1456846580.0,1,out
1456855615.0,0,in
1456898164.0,0,out
1456898325.0,45,in
1456899131.0,45,out
1456900340.0,61,in
1456900734.0,61,out
1456901839.0,4,in
1456901939.0,4,out
1456901939.0,1,in
1456932747.0,1,out
1456934054.0,0,in
1456978327.0,0,out
1456979835.0,1,in
1457019919.0,1,out
1457028818.0,0,in
1457196074.0,0,out
1457196074.0,1,in
1457199108.0,1,out
1457199108.0,7,in
1457199179.0,7,out
1457199179.0,1,in
1457199449.0,1,out
1457199533.0,7,in
1457199554.0,7,out
1457199918.0,21,in
1457200166.0,21,out
1457200188.0,21,in
1457205572.0,21,out
1457207109.0,21,in
1457213107.0,21,out
1457213107.0,18,in
1457213247.0,18,out
1457213465.0,18,in
1457213598.0,18,out
1457213598.0,21,in
1457214592.0,21,out
1457214656.0,18,in
1457214787.0,18,out
1457216403.0,1,in
1457216666.0,1,out
1457216666.0,4,in
1457217404.0,4,out
1457217404.0,23,in
1457217426.0,23,out
1457217426.0,4,in
1457227735.0,4,out
1457227735.0,1,in
1457228175.0,1,out
1457228175.0,7,in
1457228349.0,7,out
1457228624.0,5,in
1457233450.0,5,out
1457233718.0,7,in
1457234058.0,7,out
1457234058.0,1,in
1457284147.0,1,out
1457284147.0,4,in
1457284178.0,4,out
1457285430.0,61,in
1457286437.0,61,out
1457287628.0,0,in
1457334958.0,0,out
1457334958.0,1,in
1457360414.0,1,out
1457371072.0,0,in
1457409106.0,0,out
1457409758.0,61,in
1457410054.0,61,out
1457411285.0,4,in
1457411358.0,4,out
1457411358.0,1,in
1457457257.0,1,out
1457457257.0,4,in
1457457282.0,4,out
1457458340.0,61,in
1457459202.0,61,out
1457460434.0,0,in
1457500813.0,0,out
1457501426.0,61,in
1457501687.0,61,out
1457502678.0,4,in
1457502714.0,4,out
1457502714.0,1,in
1457538478.0,1,out
1457538478.0,0,in
